Sl no,DISTRICT,BLOCK,Block Code,ONT LOCATION NAME,LOCATION CODE,ONT AVAILABILITY(%),REMARKS,HOTO Status,"GP Router Installed(Yes/No)",GP Router Installation Date,"Visibility in SNOC(Yes/ No)","Visibility in SNOC(Date)",LGD Code
1065,ALAPPUZHA,MAVELIKKARA,6267,BHQ MAVELIKKARA,KL-ALA-MAV-BH5956,100,98-100%,Completed,No,,No,,KL-ALA-MAV-BH5956
1066,ALAPPUZHA,MUTHUKULAM,6268,BHQ MUTHUKULAM,KL-ALA-MUT-BH5957,100,98-100%,Completed,No,,No,,KL-ALA-MUT-BH5957
1067,MALAPPURAM,NILAMBUR,6346,BHQ NILAMBUR,KL-MPP-NIL-BH6038,100,98-100%,Completed,No,,No,,KL-MPP-NIL-BH6038
1068,PALAKKAD,KOLLENGODE,6358,KOLLENGODE,KL-PAL-KOL-221625,100,98-100%,Completed,No,,No,,KL-PAL-KOL-221625
1069,PALAKKAD,PATTAMBI,6365,CHERPLACHERRY,KL-PAL-PAT-O272905,100,98-100%,Completed,No,,No,,KL-PAL-PAT-O272905
1070,KOLLAM,ANCHAL,6307,ANCHAL,KL-KLM-ANC-221296,100,98-100%,Completed,No,,No,,KL-KLM-ANC-221296
1071,MALAPPURAM,VENGARA,6353,BHQ VENGARA,KL-MPP-VEN-BH6045,100,98-100%,Completed,No,,No,,KL-MPP-VEN-BH6045
1072,PALAKKAD,NEMMARA,6362,BHQ NEMMARA,KL-PAL-NEM-BH6054,100,98-100%,Completed,No,,No,,KL-PAL-NEM-BH6054
1073,PALAKKAD,OTTAPPALAM,6363,BHQ OTTAPPALAM,KL-PAL-OTT-BH6055,100,98-100%,Completed,No,,No,,KL-PAL-OTT-BH6055
1074,THRISSUR,IRINJALAKKUDA,6392,BHQ IRINJALAKKUDA,KL-THR-IRI-BH6086,100,98-100%,Completed,No,,No,,KL-THR-IRI-BH6086
1075,PALAKKAD,TRITHALA,6367,BHQ TRITHALA,KL-PAL-TRI-BH6059,100,98-100%,Completed,No,,No,,KL-PAL-TRI-BH6059
1076,KOLLAM,PATHANAPURAM,6315,BHQ PATHANAPURAM,KL-KLM-PAT-BH6007,100,98-100%,Completed,No,,No,,KL-KLM-PAT-BH6007
1077,KOLLAM,CHADAYAMANGALAM,6308,BHQ CHADAYAMANGALAM,KL-KLM-CDA-BH5999,100,98-100%,Completed,No,,No,,KL-KLM-CDA-BH5999
1078,KOLLAM,KOTTARAKKARA,6312,BHQ KOTTARAKKARA,KL-KLM-KOT-BH6004,100,98-100%,Completed,No,,No,,KL-KLM-KOT-BH6004
1079,MALAPPURAM,WANDOOR,6354,BHQ WANDOOR,KL-MPP-WAN-BH6046,100,98-100%,Completed,No,,No,,KL-MPP-WAN-BH6046
1080,PALAKKAD,KOLLENGODE,6358,PATTENCHERRY,KL-PAL-KOL-221621,100,98-100%,Completed,No,,No,,KL-PAL-KOL-221621
1081,MALAPPURAM,TIRURANGADI,6352,TIRURANGADI,KL-MPP-TIR-O221588,100,98-100%,Completed,No,,No,,KL-MPP-TIR-O221588
1082,IDUKKI,THODUPUZHA,6293,BHQ THODUPUZHA,KL-IDU-THO-BH5983,100,98-100%,Completed,No,,No,,KL-IDU-THO-BH5983
1083,PATHANAMTHITTA,ELANTHOOR,6368,BHQ ELANTHOOR,KL-PNM-ELA-BH6060,100,98-100%,Completed,No,,No,,KL-PNM-ELA-BH6060
1084,THIRUVANANTHAPURAM,KILIMANOOR,6379,BHQ KILIMANOOR,KL-THM-KIL-BH6072,100,98-100%,Completed,No,,No,,KL-THM-KIL-BH6072
1085,MALAPPURAM,MANKADA,6345,BHQ MANKADA,KL-MPP-MAN-BH6037,100,98-100%,Completed,No,,No,,KL-MPP-MAN-BH6037
1086,KOZHIKODE,KUNNAMANGALAM,6333,BHQ KUNNAMANGALAM,KL-KOZ-KMA-BH6025,100,98-100%,Completed,No,,No,,KL-KOZ-KMA-BH6025
1087,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,6377,BHQ CHIRAYINKEEZHU,KL-THM-CHI-BH6070,100,98-100%,Completed,No,,No,,KL-THM-CHI-BH6070
1088,KOTTAYAM,KANJIRAPPALLY,6321,BHQ KANJIRAPPALLY,KL-KTM-KAN-BH6013,100,98-100%,Completed,No,,No,,KL-KTM-KAN-BH6013
1089,KOTTAYAM,MADAPPALLY,6323,BHQ MADAPPALLY,KL-KTM-MAD-BH6015,100,98-100%,Completed,No,,No,,KL-KTM-MAD-BH6015
1090,ALAPPUZHA,CHENGANNUR,6264,BHQ CHENGANNUR,KL-ALA-CHE-BH5953,100,98-100%,Completed,No,,No,,KL-ALA-CHE-BH5953
1091,ALAPPUZHA,BHARANICAVU,6262,BHQ BHARANICAVU,KL-ALA-BHA-BH5951,100,98-100%,Completed,No,,No,,KL-ALA-BHA-BH5951
1092,ALAPPUZHA,BHARANICAVU,6262,THAMARAKKULAM,KL-ALA-BHA-V628285,100,98-100%,Completed,No,,No,,KL-ALA-BHA-V628285
1093,THIRUVANANTHAPURAM,VELLANAD,6386,BHQ VELLANAD,KL-THM-VEL-BH6080,100,98-100%,Completed,No,,No,,KL-THM-VEL-BH6080
1094,ALAPPUZHA,ARYAD,6261,ARYAD,KL-ALA-ARY-220973,100,98-100%,Completed,No,,No,,KL-ALA-ARY-220973
1095,THRISSUR,MATHILAKAM,6395,BHQ MATHILAKAM,KL-THR-MAT-BH6090,100,98-100%,Completed,No,,No,,KL-THR-MAT-BH6090
1096,THRISSUR,CHERPU,6390,BHQ CHERPU,KL-THR-CHE-BH6084,100,98-100%,Completed,No,,No,,KL-THR-CHE-BH6084
1097,KANNUR,THALASSERY,6302,BHQ THALASSERY,KL-KNU-THA-BH5992,100,98-100%,Completed,No,,No,,KL-KNU-THA-BH5992
1098,IDUKKI,IDUKKI,6290,BHQ IDUKKI,KL-IDU-IDU-BH5980,100,98-100%,Completed,No,,No,,KL-IDU-IDU-BH5980
1099,ALAPPUZHA,KANJIKKUZHY,6266,BHQ KANJIKKUZHY,KL-ALA-KAN-BH5955,100,98-100%,Completed,No,,No,,KL-ALA-KAN-BH5955
1100,THIRUVANANTHAPURAM,VAMANAPURAM,6384,BHQ VAMANAPURAM,KL-THM-VAM-BH6078,100,98-100%,Completed,No,,No,,KL-THM-VAM-BH6078
1101,THRISSUR,MULLASSERY,6396,VENKITANGU,KL-THR-MUL-221875,100,98-100%,Completed,No,,No,,KL-THR-MUL-221875
1102,ERNAKULAM,KOOVAPPADY,6275,BHQ KOOVAPPADY,KL-ERN-KOO-BH5964,100,98-100%,Completed,No,,No,,KL-ERN-KOO-BH5964
1103,PALAKKAD,PALAKKAD,6364,BHQ PALAKKAD,KL-PAL-PAL-BH6056,100,98-100%,Completed,No,,No,,KL-PAL-PAL-BH6056
1104,KOTTAYAM,PAMPADY,6325,BHQ PAMPADY,KL-KTM-PAM-BH6017,100,98-100%,Completed,No,,No,,KL-KTM-PAM-BH6017
1105,ERNAKULAM,EDAPPALLY,6274,BHQ EDAPPALLY,KL-ERN-EDA-BH5963,100,98-100%,Completed,No,,No,,KL-ERN-EDA-BH5963
1106,MALAPPURAM,TIRUR,6351,BHQ TIRUR,KL-MPP-TRU-BH6043,100,98-100%,Completed,No,,No,,KL-MPP-TRU-BH6043
1107,ERNAKULAM,ANGAMALI,6273,BHQ ANGAMALI,KL-ERN-ANG-BH5962,100,98-100%,Completed,No,,No,,KL-ERN-ANG-BH5962
1108,ALAPPUZHA,AMBALAPPUZHA,6260,BHQ AMBALAPPUZHA,KL-ALA-AMB-BH5949,100,98-100%,Completed,No,,No,,KL-ALA-AMB-BH5949
1109,KASARAGOD,PARAPPA,6885,BHQ PARAPPA,KL-KGD-PAR-BH6696,100,98-100%,Completed,No,,No,,KL-KGD-PAR-BH6696
1110,MALAPPURAM,MALAPPURAM,6344,BHQ MALAPPURAM,KL-MPP-MAL-BH6036,100,98-100%,Completed,No,,No,,KL-MPP-MAL-BH6036
1111,PATHANAMTHITTA,RANNI,6375,BHQ RANNI,KL-PNM-RAN-BH6068,100,98-100%,Completed,No,,No,,KL-PNM-RAN-BH6068
1112,THRISSUR,THALIKKULAM,6400,BHQ THALIKKULAM,KL-THR-THA-BH6095,100,98-100%,Completed,No,,No,,KL-THR-THA-BH6095
1113,THRISSUR,PUZHAKKAL,6399,BHQ PUZHAKKAL,KL-THR-PUZ-BH6094,100,98-100%,Completed,No,,No,,KL-THR-PUZ-BH6094
1114,THRISSUR,PAZHAYANNUR,6398,BHQ PAZHAYANNUR,KL-THR-PAZ-BH6093,100,98-100%,Completed,No,,No,,KL-THR-PAZ-BH6093
1115,THRISSUR,MULLASSERY,6396,BHQ MULLASSERY,KL-THR-MUL-BH6091,100,98-100%,Completed,No,,No,,KL-THR-MUL-BH6091
1116,THRISSUR,CHAVAKKAD,6389,BHQ CHAVAKKAD,KL-THR-CHA-BH6083,100,98-100%,Completed,No,,No,,KL-THR-CHA-BH6083
1117,IDUKKI,AZHUTHA,6287,BHQ AZHUTHA,KL-IDU-AZH-BH5977,100,98-100%,Completed,No,,No,,KL-IDU-AZH-BH5977
1118,ALAPPUZHA,THYCATTUSSERY,6270,PANAVALLY,KL-ALA-THY-221032,100,98-100%,Completed,No,,No,,KL-ALA-THY-221032
1119,ALAPPUZHA,CHAMPAKULAM,6263,BHQ CHAMPAKULAM,KL-ALA-CHA-BH5952,100,98-100%,Completed,No,,No,,KL-ALA-CHA-BH5952
1120,MALAPPURAM,KUTTIPPURAM,6343,BHQ KUTTIPPURAM,KL-MPP-KUT-BH6035,100,98-100%,Completed,No,,No,,KL-MPP-KUT-BH6035
1121,KOTTAYAM,LALAM,6322,BHQ LALAM,KL-KTM-LAL-BH6014,100,98-100%,Completed,No,,No,,KL-KTM-LAL-BH6014
1122,KOZHIKODE,PERAMBRA,6337,BHQ PERAMBRA,KL-KOZ-PER-BH6029,100,98-100%,Completed,No,,No,,KL-KOZ-PER-BH6029
1123,KOTTAYAM,ERATTUPETTA,6318,BHQ ERATTUPETTA,KL-KTM-ERA-BH6010,100,98-100%,Completed,No,,No,,KL-KTM-ERA-BH6010
1124,PALAKKAD,ATTAPPADI,6356,BHQ ATTAPADI,KL-PAL-ATT-BH6048,100,98-100%,Completed,No,,No,,KL-PAL-ATT-BH6048
1125,PATHANAMTHITTA,PANDLAM,6372,BHQ PANDLAM,KL-PNM-PAN-BH6065,100,98-100%,Completed,No,,No,,KL-PNM-PAN-BH6065
1126,WAYANAD,MANANTHAVADY,6404,BHQ MANANTHAVADY,KL-WAY-MAN-BH6099,100,98-100%,Completed,No,,No,,KL-WAY-MAN-BH6099
1127,KOZHIKODE,BALUSSERI,6329,BHQ BALUSSERI,KL-KOZ-BAL-BH6021,100,98-100%,Completed,No,,No,,KL-KOZ-BAL-BH6021
1128,KOZHIKODE,VADAKARA,6340,BHQ VADAKARA,KL-KOZ-VAD-BH6032,100,98-100%,Completed,No,,No,,KL-KOZ-VAD-BH6032
1129,KOLLAM,VETTIKKAVALA,6317,BHQ VETTIKKAVALA,KL-KLM-VET-BH6009,100,98-100%,Completed,No,,No,,KL-KLM-VET-BH6009
